search_text,item_id,item,reading,note,category,category_display,rule_ref,source_pdf_page,source_printed_page,source_section,verification_status
お菓子・パンなどの袋（内側が銀色のものも含む） 中身を残さない 紙製のものは「可燃」,item_0170,お菓子・パンなどの袋（内側が銀色のものも含む）,,中身を残さない 紙製のものは「可燃」,プラ,プラスチック製容器包装,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折り紙 「金・銀」はリサイクル が困難なため「可燃」,item_0171,折り紙,,「金・銀」はリサイクル が困難なため「可燃」,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
置時計 電池ははずす,item_0172,置時計,,電池ははずす,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折り込みチラシ 新聞紙と一緒に出す,item_0173,折り込みチラシ,,新聞紙と一緒に出す,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おけ 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0174,おけ,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折りたたみ椅子,item_0175,折りたたみ椅子,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折りたたみ傘,item_0176,折りたたみ傘,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
押しピン 危なくないようにする,item_0177,押しピン,,危なくないようにする,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折りたたみ机,item_0178,折りたたみ机,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おしゃぶり,item_0179,おしゃぶり,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折りたたみベッド,item_0180,折りたたみベッド,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
お玉杓子（金属製） 木・プラスチック製の ものは「可燃」,item_0181,お玉杓子（金属製）,,木・プラスチック製の ものは「可燃」,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
折り詰め容器 汚れを取り除く,item_0182,折り詰め容器,,汚れを取り除く,プラ,プラスチック製容器包装,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オルガン なるべく販売店などへ,item_0183,オルガン,,なるべく販売店などへ,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オルゴール,item_0184,オルゴール,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
温度計・湿度計（水銀使用）,item_0185,温度計・湿度計（水銀使用）,,,水銀,水銀ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
おろし金 陶磁器製のものは「埋立」,item_0186,おろし金,,陶磁器製のものは「埋立」,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
温度計・湿度計（水銀不使用） 枠付きのものは「可燃」,item_0187,温度計・湿度計（水銀不使用）,,枠付きのものは「可燃」,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
オロナインのびん,item_0188,オロナインのびん,,,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
おわん 陶磁器製のものは「埋立」,item_0189,おわん,,陶磁器製のものは「埋立」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
温度計・湿度計（デジタル式） 電池ははずす,item_0190,温度計・湿度計（デジタル式）,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
音響機器,item_0191,音響機器,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
温水器（電気・ソーラーなど） 販売店などに相談,item_0192,温水器（電気・ソーラーなど）,,販売店などに相談,禁止,市が収集しないごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
温冷庫（ポータブル） 家電4 品目 P.49 参照,item_0193,温冷庫（ポータブル）,,家電4 品目 P.49 参照,禁止,市が収集しないごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーステレオ,item_0194,カーステレオ,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
掛軸,item_0195,掛軸,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガーゼ,item_0196,ガーゼ,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
掛け時計 電池ははずす,item_0197,掛け時計,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーテン,item_0198,カーテン,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
かご 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0199,かご,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガーデンフェンス ラティスなどの園芸用,item_0200,ガーデンフェンス,,ラティスなどの園芸用,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーテンレール,item_0201,カーテンレール,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
傘 複数の場合はしばって出す,item_0202,傘,,複数の場合はしばって出す,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カート,item_0203,カート,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
傘立て 陶磁器製のものは「埋立」,item_0204,傘立て,,陶磁器製のものは「埋立」,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カードゲーム ビニール加工などされ ており、リサイクルが 困難なため,item_0205,カードゲーム,,ビニール加工などされ ており、リサイクルが 困難なため,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
加湿器,item_0206,加湿器,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
菓子などの袋（内側が銀色のものも含む） 中身を残さない 紙製のものは「可燃」,item_0207,菓子などの袋（内側が銀色のものも含む）,,中身を残さない 紙製のものは「可燃」,プラ,プラスチック製容器包装,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カートリッジ（浄水器・プリンター用） プリンターのインク カートリッジは、なる べく支所等の回収箱へ,item_0208,カートリッジ（浄水器・プリンター用）,,プリンターのインク カートリッジは、なる べく支所等の回収箱へ,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
菓子の缶（金属製）,item_0209,菓子の缶（金属製）,,,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガードル,item_0210,ガードル,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
菓子箱（紙製） ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,item_0211,菓子箱（紙製）,,ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,紙類,紙類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カード類,item_0212,カード類,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーナビ（カーナビゲーション）,item_0213,カーナビ（カーナビゲーション）,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
菓子箱（木製）,item_0214,菓子箱（木製）,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーペット 袋に入るものは「可燃」,item_0215,カーペット,,袋に入るものは「可燃」,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガスコンロ 電池ははずす,item_0216,ガスコンロ,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーペットローラー 袋に入らないものは「粗大」 全体がプラスチック製 のものは「可燃」,item_0217,カーペットローラー,,袋に入らないものは「粗大」 全体がプラスチック製 のものは「可燃」,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガスストーブ 電池ははずす,item_0218,ガスストーブ,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガス台 電池ははずす,item_0219,ガス台,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーボン紙 リサイクルが困難なため,item_0220,カーボン紙,,リサイクルが困難なため,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カスタネット,item_0221,カスタネット,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カーラー 電気を使用しているもの は「粗大」,item_0222,カーラー,,電気を使用しているもの は「粗大」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガスボンベ（LP・高圧） 販売店などに相談,item_0223,ガスボンベ（LP・高圧）,,販売店などに相談,禁止,市が収集しないごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガス湯沸し器 電池ははずす,item_0224,ガス湯沸し器,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
貝殻,item_0225,貝殻,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガスライター（100 円ライター）,item_0226,ガスライター（100 円ライター）,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
介護ベッド,item_0227,介護ベッド,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
懐中電灯 電池・電球ははずす,item_0228,懐中電灯,,電池・電球ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カセットコンロ ボンベ・電池ははずす,item_0229,カセットコンロ,,ボンベ・電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
買い物袋（マイバッグ）,item_0230,買い物袋（マイバッグ）,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カセットテープ（ケースも含む） 中の台紙は「紙類（雑がみ）」 シールは「可燃」,item_0231,カセットテープ（ケースも含む）,,中の台紙は「紙類（雑がみ）」 シールは「可燃」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カイロ（使いきり型） 「燃えないごみで」と表記 されていても「可燃」,item_0232,カイロ（使いきり型）,,「燃えないごみで」と表記 されていても「可燃」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カセットデッキ 電池ははずす,item_0233,カセットデッキ,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
化学肥料,item_0234,化学肥料,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カセットボンベ 必ず使い切る,item_0235,カセットボンベ,,必ず使い切る,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
鏡 破片は紙で包み「われ もの」等と記載する,item_0236,鏡,,破片は紙で包み「われ もの」等と記載する,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カセットボンベのキャップ,item_0237,カセットボンベのキャップ,,,プラ,プラスチック製容器包装,,21,20,ごみ分別辞典,table_cell_geometry_extracted
ガソリン 販売店などに相談,item_0238,ガソリン,,販売店などに相談,禁止,市が収集しないごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
鍵,item_0239,鍵,,,金・ガ,金物・ガラス類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カタログ ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,item_0240,カタログ,,ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,紙類,紙類,,21,20,ごみ分別辞典,table_cell_geometry_extracted
かき氷機 電池ははずす,item_0241,かき氷機,,電池ははずす,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
学習デスク,item_0242,学習デスク,,,粗大,粗大ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
カチューシャ,item_0243,カチューシャ,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
額縁（木製） 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0244,額縁（木製）,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
活性炭,item_0245,活性炭,,,可燃,可燃ごみ,,21,20,ごみ分別辞典,table_cell_geometry_extracted
